Branch	Gene
1	ATP5E
0	CHD6
0	PLCG1
0	TOX2
0	SRSF6
0	GDAP1L1
5	GTSF1L
1	ARFGEF2
0	ZNFX1
1	ZNF831
0	EDN3
0	CSE1L
0	TMEM189-UBE2V1
0	RAB22A
0	PTGIS
0	STAU1
1	CDH26
1	SNAI1
0	MOCS3
0	STX16
0	PPP4R1L
0	PMEPA1
1	RNF114
2	ANKRD60
0	DDX27
0	RBPJL
5	SEMG1
2	C20orf85
3	BCAS4
0	KCNK15
3	TP53TG5
0	PCK1
3	ZBP1
0	NEURL2
5	MAGEA10
0	MTRR
0	FASTKD3
0	PEPD
0	CHST8
0	IQSEC2
5	VAMP7
10	IL9R
3	XG
0	STAMBP
0	NAGK
0	MCEE
0	PAIP2B
0	MPHOSPH10
2	IL17C
0	ATP8A1
0	USP22
1	POF1B
5	ZNF576
0	IRGC
5	ZNF45
3	LYPD3
11	PSG8
4	CEACAM8
0	NDP
0	USP9X
5	CRISP2
1	F13A1
2	GRM4
1	TRERF1
0	PACSIN1
0	BTN2A2
0	SIRT5
0	MRS2
0	WRNIP1
2	RRP36
2	BTN1A1
0	SNRPC
3	SLC17A3
5	SLC17A1
0	SERPINB6
0	XPO5
0	ABCC10
0	HIST1H1D
0	HIST1H4G
0	PEX6
2	NQO2
1	PRICKLE4
0	OARD1
3	UNC5CL
0	AARS2
5	ZNF391
0	RPS10
0	MOCS1
3	HIST1H2BJ
0	MED20
3	OR2B6
0	TBCC
0	SPDEF
2	TCP11
0	MAD2L1BP
1	HIST1H3B
0	APOBEC2
0	KLHDC3
0	GNMT
2	DNAH8
4	TREM1
0	MEA1
0	KLHL31
0	COL21A1
3	CDKN1A
0	SOX4
0	GLO1
0	CPNE5
1	KCNK17
0	RREB1
0	SSR1
0	RIOK1
0	NRN1
0	SLC35B3
0	RPP40
0	ATXN1
0	NUP153
1	DEK
0	EEF1E1
3	CRISP1
0	RUNX2
0	OPN5
0	GCM2
0	LRRFIP1
2	RAB17
4	CXCL6
3	EREG
12	TRIM51
0	MYRF
6	SCGB1D2
3	SCGB2A1
0	AHNAK
0	EMC3
0	SSUH2
0	WNT1
0	SH3TC1
0	CNOT1
0	LRRC29
0	BBS2
9	MT1G
0	C16orf70
0	GOT2
0	DOK4
0	PIWIL1
0	GPR18
0	CLYBL
0	TMTC4
0	RAP2A
0	SLC10A2
0	ABCC4
0	EFNB2
0	SOX21
0	TM9SF2
0	C17orf53
0	KIF25
0	IRF1
0	UPF3B
0	RNF113A
0	SEPT6
0	TMEM255A
3	NDUFA1
3	AMELX
0	ATP5S
0	BMP4
0	PTGER2
0	FAM193A
0	GRK4
0	SOX9
0	TEKT3
0	MYH2
0	HS3ST3B1
3	SLC25A35
0	MRPS7
0	GGA3
0	ARMC7
0	NUP85
0	SLC25A19
0	MIF4GD
2	NT5C
0	MSTO1
0	C1orf61
3	TTF1
0	GTF3C4
0	DDX31
0	BARHL1
11	KIR2DL1
0	PPP1R12C
0	MBOAT7
0	SRMS
0	OPRL1
2	SLC2A4RG
0	NPBWR2
1	C20orf195
0	BHLHE23
0	PPDPF
4	IL1B
12	PLGLB2
4	IL37
0	CHCHD5
0	PAX8
2	INSIG2
0	POLR1B
0	CCDC93
0	PSD4
0	SLC25A23
5	PSPN
0	GTF2F1
5	ALKBH7
0	CLPP
3	TNFSF9
0	GRIA3
0	THOC2
0	MED1
0	RPL23
0	ATG4C
3	CD70
0	C3
0	SH2D3A
0	TRIP10
0	GPR108
1	TNFSF14
0	FOSB
0	OPA3
0	SNRPD2
0	RTN2
0	EML2
0	VASP
0	SYMPK
0	GPCPD1
0	SDCBP2
1	PANK2
2	TGM3
4	GNRH2
5	DEFB126
0	FOXA2
0	CD93
0	GZF1
0	PAX1
0	NAPB
5	CST8
0	NKX2-4
3	CENPB
0	PSMF1
0	NKX2-2
0	DTD1
5	CSTL1
0	RBCK1
1	TMX4
5	CST11
0	STK35
0	SNRPB
2	NRSN2
2	AP5S1
0	RRBP1
0	BMP2
5	ZNF133
0	FLRT3
1	OVOL2
0	PCSK2
0	GFRA4
0	MKKS
0	BFSP1
2	DSTN
0	LAMP5
2	SNRPB2
0	MGME1
1	LRRN4
0	TBC1D20
0	ITPA
0	TCF15
2	OTOR
0	MCM8
3	BANF2
0	TMEM74B
1	FAM110A
5	C20orf187
4	SIRPD
0	MRPS26
5	DEFB129
0	S1PR4
0	NCLN
0	CITED1
1	HNRNPR
3	ZNF436
0	MAX
0	CHURC1-FNTB
5	ARMCX5
0	GDF5
0	MMP24
0	NECAB3
0	ID1
0	RALY
0	DYNLRB1
5	C20orf173
0	EIF2S2
0	ERGIC3
0	ROMO1
0	FAM83C
3	BPIFB1
0	CEP250
0	PLAGL2
0	GRPR
0	KDM5C
0	AMOT
0	TMEM115
0	PSMB2
0	AGO3
0	UROD
0	ST3GAL3
0	TMEM53
0	HECTD3
0	KLC1
0	XRCC3
0	TUBGCP3
0	MCF2L
0	F10
0	PCID2
0	PROZ
4	SLURP1
3	LRFN3
0	IGFLR1
0	CAPNS1
1	PDCD2L
8	GPR42
0	RBM42
3	KIRREL2
0	UBA2
1	FFAR2
4	HCST
1	FFAR1
4	COX6B1
1	KRT36
1	THRA
0	CCR7
1	FRMD8
0	PRDX5
3	BCL2L12
1	IRF3
0	PRMT1
0	RRAS
0	PRRG2
0	SCAF1
0	PRR12
3	TSKS
0	FLRT1
0	ASL
7	SBDS
3	CSN1S1
5	STATH
5	HTN1
3	STAT5A
0	WNK4
0	BECN1
0	PRKCG
0	TRAP1
0	GLIS2
1	NSRP1
1	DNAJC8
0	AHDC1
4	IFI6
0	DACH2
0	ZNF384
13	SSX1
3	UXT
0	CFP
0	ELK1
0	TIMM17B
0	PCNXL4
0	ATG14
0	KTN1
0	SIX1
1	RHOJ
0	DLGAP5
0	L3HYPDH
1	HSPA2
0	ZBTB1
0	TRMT5
0	SGPP1
0	PLEKHG3
0	PZP
3	PRDM7
0	RHOT1
1	EVI2A
1	OMG
0	WDR60
0	AIF1L
0	FAM78A
0	NUP214
11	CTAG2
0	AVPR2
0	SLC10A3
0	MAP2K2
4	HNRNPH2
5	ARMCX1
0	TMEM35
5	NXF5
0	TIMM8A
0	ZC4H2
0	CANX
0	CPSF3L
1	RGS13
0	IPPK
5	ZNF484
1	OMD
0	FGD3
0	HIVEP3
0	PPCS
4	EDN2
0	BCL11B
3	COX7C
0	TRAF2
0	ABHD8
0	MASP1
1	ATP13A4
0	HRASLS
1	HELB
1	RAP1B
3	IL22
1	TSPAN8
0	BEST3
0	RAB3IP
0	PTPRB
0	DYRK2
0	YEATS4
5	TAS2R3
4	TAS2R5
0	CRYGN
1	LRRC61
1	TRPV5
0	IDUA
0	FGFRL1
0	TMEM175
1	AUNIP
0	PIN1
2	FBXL12
0	EMC1
3	PLA2G5
0	UBR4
1	HP1BP3
1	SIN3B
4	OR7A10
0	SLC35E1
0	EPS15L1
0	KLF2
4	OR7C2
4	OR7C1
0	F2RL3
0	GFER
0	SYNGR3
0	PKMYT1
0	WFIKKN1
0	WDR24
0	FBXL16
0	CHTF18
0	GNG13
0	MACF1
0	SMARCA4
0	KDM4B
2	TICAM1
0	GAN
0	METTL25
1	IL17B
0	EMC6
5	OR1E2
0	METTL16
0	TUBA4A
1	VIL1
0	AAMP
0	PNKD
0	TNFRSF19
0	RNF6
0	ECHS1
5	ZNF835
0	AKAP9
5	GNG11
0	SHFM1
0	GNGT1
0	HIP1
1	PTPN12
0	POR
0	FGL2
0	STYXL1
0	STEAP4
1	GNAI1
0	PEX1
0	MTERF
0	SGCE
0	RBM48
0	CASD1
4	ZNF780B
0	LRFN1
0	SRD5A3
4	SPINK2
0	RASL11B
0	PAICS
0	KDR
0	PPAT
0	TUBGCP6
0	ADM2
0	DGCR6L
0	DGCR8
0	ASPHD2
1	VPREB3
0	SDF2L1
0	GAL3ST1
1	YWHAH
9	RFPL1
8	RFPL2
5	C22orf24
0	GNAZ
0	MGAT3
0	ADORA2A
0	ATF4
1	A4GALT
0	CDC42EP1
0	APOL3
0	MCHR1
0	TPST2
1	BAIAP2L2
0	MPST
1	GALR3
0	TST
3	APOL5
7	IGLL1
4	APOL2
0	RAC2
2	LIF
0	C22orf23
5	APOBEC3A
1	RIBC2
0	KRT17
0	EMC4
3	RNF112
0	SPECC1
3	CPA4
0	DOCK4
1	POT1
5	TAS2R16
0	ATP6V1F
0	NAA38
1	CDHR3
3	PRKRIP1
0	VGF
0	PODXL
0	FOXP2
1	STRIP2
0	RABL5
0	MKLN1
0	DNAJB9
0	FLNC
0	LRRC4
0	CALU
0	CCDC136
0	SMO
0	IRF5
0	LRRC17
0	KLHDC10
1	NDUFA5
0	FEZF1
0	OPN1SW
0	MRPS12
2	MYO1B
1	HOXD1
0	HOXD3
0	MTX2
0	PDE11A
0	CHN1
0	GAD1
0	OSGEPL1
0	ORMDL1
0	HAT1
0	HOXD9
0	HOXD10
0	HOXD11
1	HOXD13
0	HERC2
4	SNRPN
0	PSMG2
0	TWSG1
0	GDF2
0	ARHGAP22
0	WDFY4
0	EIF2AK4
0	MYO5C
0	CGNL1
1	TMOD2
0	TTBK2
0	C15orf57
0	INO80
1	NARG2
0	DLL4
0	ALDH1A2
0	FAM63B
0	IVD
4	KNSTRN
1	DUT
0	CHAC1
0	CLN6
0	ARPP19
0	VPS13C
0	CALML4
3	ISLR
4	THAP10
0	LOXL1
0	ACKR4
0	ANAPC13
0	MBD4
0	COPB1
0	PSMA1
0	SUMF2
0	PALLD
0	SPCS3
0	BBOX1
0	MYOD1
0	SERGEF
0	KCNC1
0	TPH1
0	CSRP3
0	E2F8
0	DCTD
0	SOX15
2	FAM64A
1	RPAIN
11	USP6
1	SHBG
0	PLD2
0	AIPL1
0	TXNDC17
0	ATP1B2
0	FXR2
1	KIF1C
0	MPDU1
0	MMP28
4	CCL4
0	MRM1
1	PHF20L1
0	LRRC6
0	CCNT1
0	PUS7L
0	KRI1
0	ILF3
0	SLC44A2
0	AP1M2
0	CDKN2D
0	MTUS1
3	KLK14
0	NGDN
5	RIPK3
0	ADCY4
0	RAB2B
0	AJUBA
0	DTD2
0	PARP2
0	HEATR5A
0	FOXA1
0	SNX6
0	EAPP
0	EGLN3
1	MIS18BP1
3	NRL
4	RNASE1
4	NEDD8
0	DAD1
0	TEP1
1	EPB41L4A
0	CDO1
0	REEP5
0	ITFG1
0	QRICH2
0	FOXJ1
0	SEC14L1
0	RHBDF2
0	AANAT
0	ARHGEF6
1	MAP7D3
0	FGF13
0	ASH2L
0	TTI2
1	ART1
1	CHRNA10
0	CDKN1C
0	SGOL1
0	CDH15
4	KLF16
0	TMEM8A
0	DOHH
0	MAU2
0	SHC2
0	LPPR3
0	INS-IGF2
0	ABHD17A
0	SYT5
0	TNNI3
0	CBFA2T3
0	GAMT
2	HDHD1
1	C6orf70
0	PHF10
0	PRRG3
4	GALNT8
0	KCNA5
0	EFCAB4B
0	NXNL2
1	STARD8
1	FAM155B
0	GDPD2
0	SAT1
0	GNL3L
0	SH3BP4
0	MOSPD2
0	DOCK6
0	ECSIT
0	LDLR
0	ELOF1
5	TSPAN16
0	PRKCSH
0	CNN1
0	CDC16
3	ZSCAN10
4	THEM6
0	EXOC3L2
1	PVRL2
0	APOE
0	TOMM40
4	APOC1
0	GADD45G
0	LRCH2
0	DPP6
0	XPO7
0	ACE2
1	FAM98C
0	SAFB2
0	RPL36
0	ATP8B3
0	GDF1
0	NCAN
0	KIF1A
0	GTPBP3
0	PLVAP
5	BST2
0	SLC27A1
1	NSUN5
1	USHBP1
0	COLGALT1
0	DDA1
0	MRPL34
0	PGLS
0	LSM7
0	TULP4
0	SNX9
0	RTN4IP1
0	QRSL1
0	C6orf203
0	RSPH3
1	MAS1
0	ACSBG2
0	MLLT1
0	FUT5
1	BMP15
0	MLLT4
0	ACTN4
0	STK33
0	NDUFA10
3	EPO
0	ARPC1B
0	CACNG6
0	ZSWIM6
0	FCHO1
0	UNC13A
3	KLHDC7B
0	SCO2
0	PXDN
0	SSBP4
0	GDF15
0	PGPEP1
0	LSM4
0	JUND
0	TRPM4
13	OR11H1
0	SULT4A1
1	CRB3
0	OLFM1
0	CAMSAP1
0	UBAC1
0	SAG
0	ZBTB46
0	HELZ2
0	SAMD10
0	LSP1
0	TNNT3
0	TNNI2
0	COL5A1
0	ATXN10
0	TUBGCP2
5	CALY
5	CYP2E1
0	PNPLA7
0	HBZ
0	PAK4
0	MNX1
0	CEP85
0	TAF4
0	GATA5
0	RBBP8NL
0	LAMA5
0	OSBPL2
0	ADRM1
0	ASS1
0	PRDM12
0	EXOSC2
0	POMT1
0	UCK1
0	FIBCD1
0	PRRC2B
0	CHMP2A
5	UBE2M
1	TRIM28
0	C16orf13
0	YIPF2
0	ATG4D
0	EIF2S3
4	TMEM160
0	ZC3H4
0	NPAS1
4	GMFG
0	MAP3K10
0	ARHGEF16
0	LRRC47
1	SESN2
0	SMPDL3B
0	ATPIF1
0	MED18
0	THEMIS2
0	CLIP1
1	CCDC62
0	HIP1R
4	ZNF317
0	PPAN
0	EIF3G
0	ANGPTL6
0	C19orf66
0	DNMT1
7	ZNF426
0	SLC6A8
0	PNCK
0	DKC1
0	PLXNA3
0	DUSP9
0	MPP1
0	ZNF236
0	SLC7A10
0	LRP3
0	C12orf65
0	NOL11
0	UBE4B
0	CASZ1
2	PKDREJ
6	NUTM2F
1	HABP4
0	FBP2
0	SLC35D2
1	PRRG1
0	UBA1
0	RGN
2	POLN
0	PPIL4
6	ULBP2
0	AKAP12
0	SYNE1
5	ULBP3
0	LATS1
0	EPS8L1
5	LILRB2
0	AAR2
0	TTLL9
5	BPIFA2
0	RBM39
4	COX4I2
5	BPIFA3
0	ZNF341
0	GGT7
5	DEFB118
0	ACSS2
1	EDA2R
0	ARHGEF9
0	C1QL1
0	GFAP
0	PYY
1	HIGD1B
0	ATP6V1E1
3	ZNF227
5	TEX101
8	ZNF141
4	CCL25
0	COX4I1
0	EMC8
0	GSE1
0	RP11-178L8.4
0	GINS2
0	CHMP1A
0	SH3BGRL
3	COX7B
0	SLC34A1
1	F12
0	PRR7
0	NFATC1
3	IDO1
0	GJA9
0	CAP1
0	PPT1
0	RAB11FIP4
0	RLIM
0	CDX4
0	ABCB7
0	TRAF3
3	HAUS8
0	MRPS25
0	SH3BP5
0	HACL1
0	TBC1D5
0	CAPN7
0	RFTN1
3	C3orf20
0	ZFYVE20
0	GALNT15
0	SLC6A6
0	KCNC3
7	NAPSA
3	NR1H2
5	LRRC4B
0	PDLIM4
0	KIF3A
0	MGAT1
0	GFPT2
0	TUBG1
0	PSME3
0	RPL27
0	PSMC3IP
1	AOC3
0	ACLY
0	VPS25
1	RAMP2
0	AOC2
0	G6PC
0	NDUFA2
0	ANKHD1
0	DIAPH1
0	NDFIP1
0	UBE2D2
0	EXOC4
0	ACAP3
0	C1orf159
0	ANO1
0	PPFIA1
0	TMEM204
1	KREMEN2
0	THOC6
0	TRAF7
0	BARX1
0	NINJ1
0	CA6
0	NPHP4
0	MAP1B
5	RHOXF2
3	IL13RA1
0	WDR44
0	CKMT2
0	ZCCHC9
2	KRT34
4	KRT33B
0	TNS4
1	TOP2A
0	STARD3
0	RARA
3	PPP1R1B
0	KHDRBS3
0	CHD1L
0	PEX11B
2	FMO5
0	PRKAB2
0	RBM8A
1	FSHB
0	PDHA1
0	RAI2
0	MCCC2
5	ZNF304
5	USP29
1	VIMP
0	CHSY1
0	SNRPA1
0	LLGL1
0	NR0B2
0	LIN28A
0	THAP1
0	RHPN2
0	C19orf12
1	C19orf40
0	LRRC9
0	ACTR10
0	ABHD12B
0	GCH1
1	LGALS3
3	PODNL1
0	DNAJB1
1	ZSWIM4
0	FBXW9
0	RFX1
8	ZNF20
0	DCAF15
0	CC2D1A
4	RTBDN
0	MATN3
5	TRIM21
1	SPATA6
1	LRRC41
0	LHX1
1	GAS2L2
4	CCT6B
0	ACACA
0	DHX30
0	RAF1
0	SLC6A11
0	PPARG
0	NUP210
3	FCRLA
0	HSD17B7
0	ENOSF1
0	EMILIN2
3	SLX1A
0	ARFIP2
6	TRIM5
0	CNGA4
3	TRIM22
0	RRP8
2	TIMM10B
0	EFR3A
1	HHLA1
0	PTCD3
0	IMMT
0	MRPL35
1	IQCA1
0	ILKAP
0	PER2
0	RAMP1
0	SCLY
0	PTPRE
0	RAN
0	PRKAA1
4	CARD6
0	RAP1GAP2
0	CLUH
0	INPP5K
0	MYBBP1A
0	RPA1
1	SERPINF1
0	UBE2G1
0	EEFSEC
0	TBC1D14
0	TMEM128
0	COQ3
0	PNISR
0	POPDC3
0	SEC61G
0	LANCL2
0	FIGNL1
0	DDC
5	FTHL17
0	GRSF1
1	ENAM
1	IGJ
1	ANKRD17
0	UTP3
0	ITGB4
0	WBP2
0	H3F3B
0	UNK
0	TRIM47
0	ZRANB2
13	ANKRD20A3
4	EIF5A
0	KDM6B
8	SLC52A1
0	GUCY2D
4	GPS2
3	XAF1
0	DLG4
2	HRSP12
0	VPS13B
0	RGS22
2	MATN2
0	REEP2
1	PCBD2
0	SDF2
0	FLOT2
0	ERAL1
0	PRMT7
0	NIP7
1	TERF2
0	VPS4A
0	MTSS1L
0	HSPA12B
0	ANKEF1
3	SCP2D1
5	PCED1A
0	SNAP25
0	BTBD3
0	PCNA
5	NXT1
0	POLR3F
0	RIN2
0	PTPRA
1	DAP3
0	RHBG
0	KIAA0907
4	ATP1A4
0	NES
4	BCAN
0	CRP
1	ARHGEF11
0	RAB25
5	FCRL2
0	DCAF8
0	SYT11
0	IGHMBP2
1	ACY3
0	ALDH3B2
1	MTL5
0	MMACHC
0	DPH2
0	TOE1
0	NASP
0	MUTYH
0	CTNNBL1
1	LPIN3
1	ZSWIM3
0	RBM38
0	VSTM2L
0	OSER1
1	SERINC3
0	PPP1R3D
0	DMGDH
3	BHMT2
0	AP3B1
3	ZBED3
0	INADL
1	KANK4
0	ANGPTL3
0	SYT4
0	SLC14A2
0	FBXO44
0	RSG1
0	CASP9
1	NMUR2
0	DCTN4
0	PDE6A
0	ATP8A2
0	MTUS2
5	ZMYM5
1	USPL1
0	XPO4
9	TPTE2
0	POMP
0	CDK8
0	ALOX5AP
0	WASF3
0	RNF17
0	GPR12
0	CHRM3
0	MYH8
0	MYH10
0	PEMT
0	SCO1
0	MPRIP
3	CHI3L1
2	MYBPH
0	PIK3C2B
0	DSTYK
3	CHIT1
0	SLC41A1
0	LGR6
0	TMCC2
0	DCLK1
0	CCNA1
0	COG6
0	SPG20
0	RXFP2
2	EPSTI1
0	TRPC4
0	POSTN
0	RFXAP
1	TPT1
0	KIAA1704
0	STOML3
0	KL
0	RFC3
0	STARD13
1	IRS4
0	MORC4
6	BEX2
0	RNF128
9	GNG5P2
0	TBC1D8B
5	TCEAL4
5	TEX13A
5	BEX1
0	FAM104A
0	SLC39A11
0	EPHB2
0	SRRM1
0	BTBD2
3	PRAM1
1	SUV420H2
3	ZNF414
2	PDE6B
0	HSPBP1
0	CSNK1G2
0	ANKRD32
0	CNDP2
0	MACROD1
0	WDR74
0	LGALS12
0	RTN3
5	RARRES3
4	HRASLS2
0	MYH11
0	FOPNL
0	MED10
0	PDZD2
0	MORC2
0	LARGE
12	GSTT2B
1	MYO18B
0	SLC2A11
2	C1QTNF6
12	GGT2
0	FAM83F
3	SEC14L4
4	GIMAP6
4	GIMAP4
0	ADCK2
0	MKRN1
0	AGAP3
3	KRBA1
2	ACTR3B
1	NTS
0	BTG1
0	LRRIQ1
0	C12orf29
0	ATP13A3
1	SFTPD
3	DYDC2
3	TMEM254
0	TMTC1
0	KRAS
0	IPO8
0	LARS
3	SPINK5
0	IMPA1
0	LRRCC1
0	E2F5
0	CA1
0	CCDC59
0	SWAP70
0	ARNTL
1	LYVE1
0	AMPD3
1	MICALCL
0	SBF2
0	MICAL2
0	RRAS2
0	HSD17B4
0	ZFC3H1
1	TEX15
0	TMEM66
0	RNF122
0	DUSP26
0	DPF2
0	MEN1
0	C14orf1
0	GSC
0	C14orf159
0	UNC79
0	NUMB
3	CATSPERB
0	VRTN
3	COX16
0	TTC9
0	MED6
0	EIF2S1
1	ADAM20
0	LOXL2
0	ELP3
3	PEBP4
3	ADAMDEC1
0	CTIF
3	MRO
1	MBD2
0	IER3IP1
3	MRPS36
0	CCNB1
0	CDK7
1	CD180
2	IRAK2
0	CAMK1
0	THUMPD3
1	VHL
0	BHLHE40
0	ARL8B
0	EDEM1
1	CNTN6
0	CHL1
0	MEIS2
0	DPH6
1	KATNBL1
0	EMC7
0	TRPM1
0	GNAT2
0	PRPF38B
4	REG4
1	TSPAN2
1	TSHB
0	SYT6
1	VAV3
0	CHIA
3	PSRC1
2	HMGCS2
0	PTPN22
0	SORT1
0	WNT2B
1	PTGFRN
1	LAMTOR5
0	NOTCH2
0	TRIM45
0	CEPT1
2	CD101
2	VTCN1
0	NGF
0	AP4B1
0	NAPG
0	SPIRE1
0	PPHLN1
0	FKBP11
0	ARF3
0	TMEM106C
1	SLC38A2
0	YWHAQ
0	KIDINS220
0	GRHL1
0	ROCK2
0	RSAD2
0	MYCN
0	LPIN1
0	CMPK2
0	IAH1
0	LDHA
2	SAA2
0	ANO3
0	IL6ST
0	FST
9	CFHR4
0	NAV1
0	CDC73
0	TIMM17A
0	CRB1
3	CFHR5
0	ERN2
0	RPS15A
0	RAX
0	NARS
3	GRP
0	KIAA1468
0	FBXO18
0	RBM17
3	IL2RA
0	ANKRD16
0	ECHDC3
3	IL15RA
0	CCNH
1	HRH4
1	TMEM241
0	KCTD1
0	CABLES1
0	DOCK2
1	EMP1
0	SOX5
0	RERG
3	KLRD1
3	KLRC1
2	C12orf39
8	PRH2
0	LRP4
0	MYBPC3
0	DDB2
0	ACP2
5	USP26
5	FAM127A
0	RAB33A
1	SOX3
1	RBMX2
0	MST4
1	PIWIL4
0	MTNR1B
0	PUM1
3	SPOCD1
0	YARS
0	PHC2
1	CDCA8
0	GNL2
0	AGO4
0	HOOK1
0	CYP2J2
0	BTF3L4
0	ZCCHC11
0	PRPF38A
0	DSC2
1	RNF138
0	ELP2
1	DSG1
4	DSC3
1	DSC1
0	DTNA
0	FHOD3
0	TPGS2
0	DAGLA
0	SLC43A3
0	TIMM10
3	GIF
0	DHX34
0	APLNR
1	FADS2
0	TMEM258
3	TCN1
3	C5AR2
0	TMEM165
0	CLOCK
0	PDGFRA
0	GGACT
0	COL4A2
0	CLDN10
0	DZIP1
0	UBAC2
0	ARGLU1
0	BIVM
0	ERCC5
0	TPP2
0	KDELC1
0	CARS2
0	ARHGAP32
0	STT3A
0	ADAMTS8
5	ACRV1
0	ETS1
0	SLC37A2
0	KLB
0	TMED7
0	APC
1	NREP
0	WDR36
0	OSTF1
0	RFK
1	UBQLN1
0	NAA35
3	C9orf40
0	ANXA1
0	CTSL
0	TMEM2
0	AGTPBP1
0	GOLM1
0	FAM189A2
1	PSAT1
0	ISCA1
0	ADAM19
0	CCNJL
0	TAOK3
0	USP30
0	SDS
0	MSI1
0	HNF1A
0	FBXO21
0	TBX3
3	OASL
1	HRK
0	RNFT2
0	P2RX4
0	CCDC64
0	DTX1
1	TRAFD1
0	DMTF1
0	TMEM243
0	CCDC146
0	TMEM60
3	POM121C
0	CD36
5	CSN2
10	UGT2B28
0	PNPLA8
4	HILPDA
3	FAM71F1
0	RINT1
0	SRPK2
0	TES
0	MDFIC
0	MTO1
0	BAI3
0	ANKRD6
1	HTR1B
5	KHDC1
0	KIAA1009
0	SYNCRIP
0	SNX14
0	NT5E
0	MRAP2
0	EPHA7
0	AKIRIN2
0	ORC3
1	LCA5
0	MAP3K7
0	CGA
0	GJA10
0	PRR5L
0	LMO2
0	PHF21A
0	NAT10
0	EHF
1	ELF5
0	PRRG4
0	CAPRIN1
2	ATP5G2
0	DNAJC14
0	CD63
1	PRPH
0	AVIL
0	AMHR2
5	LACRT
0	GDF11
0	GLS2
0	ITGA7
0	TESPA1
3	FAM186B
0	RDH5
0	AGAP2
0	BLOC1S1
2	KRT85
5	CDK4
0	PPP1R1A
3	TROAP
0	TSPAN31
0	B4GALNT1
0	TFCP2
0	COQ10A
0	FAIM2
0	PAN2
0	ESPL1
1	KRT7
0	ZC3H10
0	HNRNPA1
5	SLC26A10
0	ACVR1B
0	OS9
0	MIP
0	KCNH3
0	LTV1
0	MAP7
0	CD164
0	LACE1
0	NHSL1
0	AHI1
1	HEY2
1	PKIB
0	TAAR5
0	NMBR
0	SMPD2
2	MICAL1
0	REPS1
0	STX11
0	TEC
1	PRADC1
3	SEMA4F
0	CCT7
0	EGR4
0	RAB11FIP5
0	SMYD5
0	DYSF
3	CCDC142
0	EMX1
0	KCNMB4
0	USP15
0	GNS
1	CPM
0	MDM2
0	KLHL36
0	BCMO1
0	MPHOSPH6
8	CHST5
0	KIAA0513
0	DYNC1LI2
1	FBXL8
0	FHOD1
0	CCDC102A
0	SLC9A5
1	AGT
6	ZNF670
0	PCNXL2
0	KCNK1
0	URB2
0	EGLN1
1	CAPN9
0	COG2
0	ABCB10
0	NTPCR
0	TAF5L
0	GLUL
0	STX6
0	RGS8
2	RNASEL
0	DHX9
0	KIAA1614
0	CEP350
2	NPL
2	FAM129A
0	PIGC
0	ACBD6
0	LAMC1
0	RC3H1
0	GPR55
3	SP110
0	MRPL44
0	CHRND
0	PAX3
0	DOCK10
0	TTLL4
0	USP37
0	HTR2B
0	ITM2C
0	SLC19A3
0	SERPINE2
0	DNAJB2
0	WNT10A
0	TMBIM1
0	CYP27A1
0	EIF4E2
0	ARMC9
0	CAB39
0	COX5B
0	REV1
1	TSGA10
0	MFSD9
0	TMEM127
0	EDAR
0	TGFBRAP1
0	GCC2
0	MRPS9
0	GPR45
1	C2orf49
0	EPC2
0	ARHGEF4
0	ISCU
0	ALDH1L2
1	STAB2
0	USP44
0	SCYL2
0	CKAP4
0	PLXNC1
0	APPL2
0	PWP1
1	DRAM1
0	KIAA1033
0	SLC41A2
0	VILL
0	FLNB
0	NEK3
0	PCDH8
0	VPS36
1	RNASEH2B
1	CKAP2
0	LECT1
0	TBC1D4
0	THSD1
0	BORA
0	LRCH1
0	SUCLA2
0	RCBTB1
0	MED4
2	PHF11
0	COG3
0	LMO7
1	SCEL
0	ITM2B
0	SPRY2
0	NUDT15
0	EDNRB
0	RCBTB2
0	LCP1
1	SETDB2
1	SCRN1
0	C7orf25
0	TNS3
12	SPDYE1
0	CHST12
0	IGF2BP3
0	GPNMB
0	RAPGEF5
0	RAC1
0	KDELR2
1	NUPL2
3	IL6
0	ZDHHC4
3	AOAH
1	BZW2
1	DGKB
0	TBRG4
0	DDX56
0	HUS1
0	NACAD
4	C7orf69
0	DBNL
0	CCM2
0	MYO1G
0	TTYH3
0	MMD2
0	CIDEB
0	TTC5
0	NKX2-8
0	NKX2-1
0	MTHFS
0	ADAMTS7
0	ABHD17C
0	IREB2
0	ALPK3
0	TM6SF1
0	CIB2
1	CALCOCO2
0	RSAD1
0	NMT1
1	MYCBPAP
0	SRSF1
0	VEZF1
0	CHAD
0	TACO1
0	TEX2
0	DCAF7
1	LIMD2
0	BRIP1
0	KAT7
5	RTP4
0	ACTL6A
1	NDUFB5
1	MRPL47
0	TRA2B
0	SCN2A
0	TBR1
0	MARCH7
1	ERMN
0	GALNT5
4	SCN7A
1	TANK
1	BLK
0	GATA4
0	SKIL
0	EPRS
0	HLX
0	VPS45
3	IL10
0	KCTD3
0	RPS6KC1
0	RASSF5
12	CBWD2
4	IL36G
3	IL1RN
4	IL36A
3	IL36RN
6	IL36B
3	IL1F10
0	WDR33
0	SAP130
0	BIN1
0	IMP4
2	HS6ST1
0	UGGT1
1	GYPC
0	STAM
0	GAD2
0	ABI1
0	YME1L1
0	DNAJC1
0	NIPSNAP3A
