Branch	Gene
1	DYNLL1
1	TESC
0	SNX5
0	RPL6
5	SIRPG
0	MAPKAPK5
1	P2RX7
0	ESF1
0	ANAPC5
0	SLC23A2
0	SLC24A6
1	TMEM230
0	DZANK1
0	KDM2B
0	C20orf26
0	LHX5
0	TASP1
4	OAS1
0	GCN1L1
0	RPLP0
0	PXN
0	SIRT4
0	RPH3A
0	KIF16B
0	TRMT6
1	CHGB
0	PEBP1
0	TBX5
0	BRAP
1	ERP29
0	NOS1
0	FUS
3	FXYD5
8	ZNF302
0	GRAMD1A
3	FXYD3
0	HEPH
0	CDIP1
3	CMTM1
0	KCNH4
0	GANAB
1	GMIP
0	RBM41
0	BIRC5
3	LAG3
0	MLF2
0	OTUB2
0	DDX24
0	ZBTB25
0	NECAP1
0	ARHGAP4
0	ANKRD24
0	DHX32
0	RCOR1
0	GPATCH2L
0	LTBP4
0	BLVRB
0	SLC9A1
0	SPTLC1
1	PAPOLA
0	CCNK
2	PCBP4
0	RGS1
0	YPEL3
0	MRPS33
0	NDUFB2
0	NUDC
0	MAEA
3	ICAM1
0	STRN4
3	IRAK3
0	LYZ
0	SI
0	MUL1
0	TFAP4
0	PDCD7
0	SPG21
3	FETUB
0	DNAJB11
0	LEPREL1
3	THPO
0	CHRD
0	RAB11FIP3
0	GNPTG
5	ZNF268
0	GOLGA3
0	PABPC4
5	CD209
0	CERS4
0	MCOLN1
0	USP48
0	EFNB1
0	PDPR
0	AARS
0	GLG1
1	KIF4A
0	TNRC6A
0	FCGBP
0	PLEKHG2
1	DLL3
0	NAT14
0	PITPNM2
0	EXOC1
0	RBM27
0	POU4F3
0	OSBPL8
0	DTX2
0	PUS7
0	LAMB4
0	NRCAM
0	LAMB1
0	SLC26A4
0	SLC26A3
0	DLD
0	WDR7
0	TXNL1
3	IL5RA
0	ABCC6
0	ITGA6
0	RAPGEF4
0	MLTK
1	SMPX
0	FH
1	SEL1L3
0	TF
1	CDV3
0	MYO15A
0	ALKBH5
1	APOH
5	NLRP1
1	ACKR6
0	SPAG7
1	ORC6
0	ZFHX4
0	SLC17A6
0	CPA1
0	ZC3HC1
0	ESR1
1	RGS17
0	ANGPT2
0	TMEM101
3	CD200
0	CCDC80
4	CMA1
0	PSME1
0	PPP2R3C
3	HAUS4
1	JPH4
1	MYH7
1	CEBPE
0	SLC7A8
0	OSGEP
0	SLC22A17
0	RNF31
0	SCFD1
0	G2E3
0	HECTD1
1	HNRNPC
0	SUPT16H
0	TOX4
1	GEMIN2
0	TGM1
3	TINF2
0	DAZL
0	SEMA6A
0	TRPM7
0	TYRO3
0	WDR76
0	CAPN3
0	SNAP23
1	TBX15
0	PHGDH
0	COL9A3
0	EZR
0	MYL6
0	AGO1
0	TEKT2
0	CLSPN
0	RFFL
0	UNC13D
0	MFSD11
0	DPYSL2
0	TGFB2
0	GPATCH2
0	NUP50
0	CDC45
0	COMT
0	CECR1
1	VNN3
0	ECHDC1
0	LRRFIP2
0	SEC22C
1	XYLB
0	HDAC6
4	OR1I1
0	GABRP
2	KRT31
0	CDC6
0	UPRT
0	CDC23
0	AAAS
0	CBX5
1	FMO2
0	SUCO
0	MSH2
1	MAP3K1
0	DHPS
0	HOOK2
1	NXPE1
0	ARCN1
0	EPB41L4B
1	TMEM38B
0	PSMD5
0	PTGS1
0	NUP188
0	CRAT
0	SH2D3C
0	NANS
0	TBC1D2
0	DFNB31
0	PDE6C
0	CWF19L1
0	SEMA4G
0	BTAF1
0	IKZF5
0	BLNK
1	TLL2
0	CYP26A1
0	TDRD1
0	SORBS1
0	CRTAC1
0	BAMBI
5	IL11
0	MYO3A
0	WAC
0	CREM
0	NUBP2
3	C19orf77
0	HIVEP1
2	TREM2
1	KCNK16
3	CRISP3
2	FKBP5
0	SRPK1
0	BRPF3
0	MRPS18A
1	PGC
1	TMEM14A
0	EFHC1
4	NCR2
0	HSP90AB1
2	MLN
0	CDC5L
0	ITPR3
5	ZNF184
0	DSP
0	SIRT1
0	HNRNPH3
0	IFT74
0	JAK2
3	IL12RB1
0	ABL1
0	ACOT7
1	SH3GLB1
0	CDC7
0	SYDE2
0	PCSK5
0	SCD
0	TMED1
0	ABLIM1
0	ERMP1
0	RAB18
0	NRP1
0	PRTFDC1
0	PALMD
0	TSPAN15
0	H2AFY2
12	FAM21A
0	MAST3
5	MZF1
4	OCEL1
0	MYO9B
0	KCNK6
1	CATSPERG
0	PSMD8
0	FBXL19
0	STX1B
0	HSD3B7
0	SETD1A
1	BCL7C
5	MAGEB2
0	EFNA2
0	CIRBP
0	ATP5D
0	C19orf26
0	IGFALS
0	HNRNPM
0	MARCH2
0	NDUFB7
0	TECR
0	TIMM13
0	CDC34
0	MTAP
2	MISP
0	CEP170B
0	POLR2E
0	POLRMT
0	HCN2
5	IZUMO4
0	RASSF7
0	GADD45B
0	PALM
3	MADCAM1
0	MKNK2
0	ARVCF
0	TRMT2A
0	RANBP1
0	ZDHHC8
0	KLHL22
0	MED15
0	SERPIND1
0	SNAP29
0	CRKL
0	LZTR1
0	MMP11
0	CECR2
0	SMARCB1
1	P2RX6
0	DERL3
0	SLC7A4
0	BCL2L13
3	DDTL
3	DDT
5	GSTT2
4	OSM
0	CABIN1
0	TBC1D10A
0	SUSD2
0	SF3A1
0	GGT5
0	RNF215
0	SEC14L2
3	SEC14L3
0	SPECC1L
0	PPIL2
0	UPB1
0	YPEL1
0	SNRPD3
0	PES1
0	MAPK1
0	GGT1
0	PRODH
0	PPM1F
0	SLC35E4
0	TOP3B
0	CRYBB3
0	CYTH4
0	DGCR14
2	MFNG
2	CARD10
10	LRP5L
0	SLC25A1
1	ADRBK2
0	PLA2G3
1	LGALS2
0	GGA1
0	HIRA
1	SH3BP1
0	SEZ6L
1	LGALS1
0	HPS4
0	PIK3IP1
0	SRRD
0	PATZ1
0	TRIOBP
0	TFIP11
0	GCAT
13	GGTLC2
0	CRYBB1
0	ANKRD54
0	EIF3L
0	NHP2L1
0	MICALL1
0	POLR2F
0	SOX10
0	CCDC134
0	DEPDC5
0	PICK1
0	TTC28
0	SLC16A8
3	CENPM
0	SEPT3
0	SLC5A1
0	KDELR3
0	CYP2D6
0	DDX17
0	DMC1
0	TCF20
3	HSCB
0	CBY1
0	TOMM22
1	RTDR1
0	XBP1
0	RTCB
0	JOSD1
1	FBXO7
0	GTPBP1
0	POLDIP3
0	TIMP3
0	PPP6R2
0	SBF1
1	SUN2
3	CYB5R3
0	DNAL4
4	C22orf31
0	MIOX
0	LMF2
0	RHBDD3
0	PACSIN2
0	TTLL1
0	RASL10A
0	AP1B1
0	HMGXB4
0	TOM1
1	NEFH
0	CHKB
4	BIK
1	HMOX1
0	MCAT
0	THOC5
0	MCM5
5	APOBEC3H
0	ARSA
0	TSPO
1	RASD2
0	TTLL12
1	CBX7
1	PDGFB
1	ACR
0	CABP7
0	RPL3
2	ZMAT5
1	RBFOX2
0	SYNGR1
0	TAB1
0	ASCC2
0	MTMR3
0	SMCR7L
5	APOL4
3	PNPLA5
7	APOL1
0	PNPLA3
0	MYH9
1	CACNA1I
0	SAMM50
0	TXN2
0	FOXRED2
0	GRAP2
0	EIF3D
0	TNRC6B
0	SGSM3
1	IFT27
0	PVALB
0	KIAA0930
0	NCF4
3	CSF2RB
0	SLC25A17
2	FAM118A
0	KCTD17
0	ST13
2	IL2RB
0	RBX1
0	EP300
0	L3MBTL2
0	CHADL
0	RANGAP1
0	ZC3H7B
0	PHF5A
0	ACO2
0	POLR3H
0	TRMU
0	PMM1
0	DESI1
0	CERK
0	BRD1
0	ZBED4
0	MLC1
0	HDAC10
0	KCNK10
0	ABHD4
0	KHNYN
0	FKBP3
0	SDR39U1
3	CTSG
3	GZMH
4	GZMB
1	RBM23
0	PRMT5
1	COCH
0	AP4S1
0	POLE2
0	METTL21D
0	SOS2
0	CDKL1
0	NIN
0	PYGL
0	TRIM9
0	PSMC6
0	GNPNAT1
0	DDHD1
0	CDKN3
0	CNIH
0	CGRRF1
0	ATP6V1D
1	C14orf105
0	PLEK2
0	PIGH
0	C14orf166B
0	PSMA3
0	VTI1B
0	TIMM9
3	GSTZ1
1	KIAA0586
0	TMED8
3	SAMD15
0	AHSA1
0	DAAM1
0	ISM2
0	SPTLC2
1	RIN3
0	LGMN
0	ALKBH1
0	SNW1
1	CHGA
0	ITPK1
0	DHRS7
0	PPM1A
0	SIX4
0	GALNT16
0	ASB2
1	CEP128
0	ERH
0	HIF1A
0	KIAA0247
0	SRSF5
0	SLC10A1
0	EIF5
0	SERPINA4
0	SLC8A3
0	DICER1
0	ZFYVE21
0	MTHFD1
5	TCL1A
0	ZC3H14
0	TELO2
0	PCNX
0	BDKRB1
0	GSKIP
0	VRK1
0	PSMC1
0	PAPLN
0	RPS6KA5
0	SMEK1
1	C14orf93
0	PSMB5
0	YY1
0	ACIN1
0	CCNB1IP1
0	TRIP11
0	APEX1
0	PABPN1
0	EFS
0	ARHGAP5
1	CINP
0	SRP54
3	CPNE6
0	CHD8
1	PCK2
0	KIAA0391
0	DCAF11
0	PSMA6
0	NFKBIA
0	EMC9
0	PSME2
0	BRMS1L
3	REC8
0	TM9SF1
0	SEC23A
0	GMPR2
0	PNN
0	RABGGTA
0	NFATC4
0	PLTP
0	PCIF1
0	GSS
1	MMP9
0	VSX1
0	TRPC4AP
0	PYGB
0	ABHD12
3	PROCR
0	GINS1
0	NINL
2	CD40
0	UQCC
0	ZMYND8
0	SGK2
0	IFT52
0	MYBL2
1	R3HDML
0	HNF4A
1	NDRG3
1	SLA2
0	C20orf24
0	NFATC2
0	RIMS4
0	PABPC1L
0	STK4
0	SALL4
0	ADNP
0	PFDN4
1	DOK5
0	CSTF1
0	BMP7
0	RAE1
0	TPD52L2
0	DNAJC5
0	NELFCD
0	CTSZ
0	PRPF6
1	TUBB1
0	SLMO2
0	HRH3
0	MTG2
0	PSMA7
0	SLCO4A1
0	NTSR1
0	MRGBP
0	TCFL5
0	DIDO1
0	GID8
0	SLC17A9
0	BIRC7
0	NKAIN4
0	ARFGAP1
0	AVP
0	COL20A1
0	CHRNA4
1	EEF1A2
0	PTK6
0	GMEB2
0	C20orf27
0	SPEF1
0	CDC25B
0	ISM1
0	RNF24
0	ARFRP1
0	NDUFAF5
3	SEL1L2
4	TRIB3
0	RASSF2
0	CSNK2A1
0	SLC52A3
0	ANGPT4
2	RSPO4
0	CDS2
1	PROKR2
0	HM13
0	SNPH
2	MYLK2
2	SIRPB1
0	SEC23B
0	FERMT1
0	XKR7
0	HAO1
0	PDYN
0	CCM2L
0	PLCB4
0	MYL9
0	HCK
0	TM9SF4
1	TLDC2
0	CRNKL1
0	POFUT1
0	SAMHD1
0	PAK7
0	KIF3B
3	MROH8
0	NOP56
0	MANBAL
0	IDH3B
0	MAPRE1
0	JAG1
0	CDK5RAP1
0	SNTA1
0	TTI1
0	E2F1
0	RPRD1B
0	PXMP4
0	CHMP4B
0	SLC32A1
4	CST3
4	ASIP
0	ACTR5
3	WFDC2
0	AHCY
1	PPP1R16B
6	SPINT3
0	FAM83D
4	EPPIN
0	DHX35
0	DNTTIP1
0	MAP1LC3A
0	SYNDIG1
0	PIGU
0	TNNC2
0	ACOT8
0	APMAP
0	CELF4
0	ZNF516
1	CDH20
0	ADNP2
1	RBFA
0	USP14
0	VAPA
0	METTL4
0	LPIN2
0	SMCHD1
0	MYOM1
0	MYL12A
0	CEP76
0	ST8SIA5
0	CEP192
0	RNMT
0	SMAD7
0	LIPG
0	LAMA1
3	RNF125
0	ANKRD12
1	NOL4
0	POLI
0	MIB1
0	RBBP8
0	RIOK3
0	CSTF2
5	H2BFM
0	MXRA5
2	VSIG1
0	PSMD10
1	ATG4A
1	STS
0	TBL1X
0	GPR143
0	PGRMC1
0	POLA1
0	MID1
0	NKAP
5	RHOXF1
0	NXT2
5	GUCY2F
0	ATP1B4
0	ALG13
1	PRPS2
0	TLR8
0	MOSPD1
0	AMMECR1
1	CHRDL1
0	WDR13
0	SUV39H1
5	PAGE4
0	SRPX
1	GLRA2
0	XIAP
0	STAG2
0	ATP11C
0	MCF2
0	F9
0	ABCD1
0	CCDC22
0	CACNA1F
0	SYP
0	PLP2
2	BMX
5	LUZP4
0	PLS3
0	NAA10
0	RENBP
0	ELF4
2	SMARCA1
0	MTMR8
1	ASB9
0	ZC3H12B
0	RBBP7
0	KCND1
9	UBE2NL
0	OPN1LW
5	SLC25A14
4	TEX28P2
0	FMR1
4	PIM2
0	SCML2
0	SLC35A2
0	PQBP1
0	RS1
3	PCSK1N
3	EMD
0	TAZ
8	RAB40AL
0	PGK1
1	GATA1
0	MAGT1
0	SMS
0	PHEX
3	UBL4A
0	CD99L2
0	EEA1
3	GPR50
0	RP2
0	PHF16
0	CDK16
0	USP11
0	PCYT1B
1	BRS3
0	HTATSF1
0	VGLL1
1	CD40LG
0	KLHL4
3	GABRE
0	PCDH11X
0	FGD1
0	PIN4
0	PORCN
0	ITIH6
5	RBM3
1	KLF8
0	SRPX2
0	SYTL4
0	ZDHHC15
1	CENPI
0	DRP2
0	TAF7L
5	PBDC1
0	GLA
3	ARMCX3
5	BEX4
2	KIAA0226L
0	NALCN
0	FGF14
0	HTR2A
0	NDFIP2
0	TNFSF13B
0	FNDC3A
0	MLNR
0	CDADC1
0	CAB39L
0	KLF5
0	STK24
0	ACP5
0	DNAJC3
0	UGGT2
0	ARHGEF7
1	FGF9
0	SGCG
5	PARP4
0	SUPT20H
0	MRPS31
0	SLC25A15
0	KPNA3
0	FLT1
0	RGCC
0	VWA8
0	DGKH
0	KATNAL1
0	INTS6
0	IRG1
0	DHRS12
3	MEDAG
0	TSC22D1
0	CLN5
0	OLFM4
3	MSLN
0	MGRN1
0	ZNF629
0	TRADD
0	HSF4
1	CORO1A
0	MAPK3
0	GDPD3
0	ELMO3
3	MT4
0	PHKB
1	LYRM1
0	NUTF2
0	NUP93
0	CENPT
2	TSNAXIP1
0	NFAT5
0	LONP2
0	N4BP1
0	CBLN1
0	ARL2BP
1	PLLP
0	ZNF423
4	CCL22
0	DHODH
4	CCL17
0	CTCF
3	ACD
0	POLR2C
0	PARD6A
0	ZNF821
0	MMP15
0	USB1
0	CYB5B
1	CCDC113
3	PRSS54
0	NME3
0	NDRG4
0	PSMD7
0	SETD6
0	SLC38A7
0	VAC14
0	HAS3
0	TANGO6
0	COG4
0	SMPD3
0	SLC7A6OS
0	SLC7A6
0	PLA2G15
0	ESRP2
0	FA2H
0	WDR59
0	MON1B
3	CMC2
0	AXIN1
3	HCFC1R1
0	NPRL3
0	MLYCD
0	MPG
0	NECAB2
0	HSDL1
0	TAF1C
0	NAGPA
0	WFDC1
1	SEC14L5
0	COTL1
0	USP10
0	CRISPLD2
0	TSC2
3	ZNF500
0	NME4
0	ABCC1
1	NOMO3
0	LMF1
1	FOXF1
0	NARFL
0	MTHFSD
0	CLCN7
1	HAGHL
0	FAM173A
0	SLC7A5
0	METRN
0	FBXO31
0	STUB1
0	RHBDL1
0	NUBP1
0	UBE2I
1	ZP2
3	MEFV
0	CRYM
0	EEF2K
0	CAPN15
0	PIEZO1
0	GSPT1
3	ZNF174
0	CLUAP1
0	UBFD1
1	PRSS33
0	EARS2
0	TCEB2
0	GGA2
0	AQP8
0	CPPED1
0	USP31
0	HMOX2
0	DNAJA3
0	CORO7-PAM16
0	BFAR
0	SALL1
0	TOX3
0	RBL2
0	QPRT
1	XYLT1
0	RPGRIP1L
0	MAZ
0	STX4
0	CDIPT
0	BCKDK
0	KAT8
3	IL21R
1	SYT17
0	TMC5
1	CCP110
0	C16orf62
0	SLC6A2
0	RNF40
1	KNOP1
0	AQP9
0	AAGAB
0	IQCH
0	LACTB
0	CORO2B
0	CSK
0	HERC1
0	TRIP4
0	MTFMT
1	RASL12
0	AP3B2
0	ACSBG1
0	IGDCC4
0	RAB11A
0	CTSH
3	TTC23
0	CD276
0	FAH
0	KIAA1199
0	RPAP1
0	HOMER2
0	EHD4
0	TMEM87A
0	ZNF106
0	CEP152
0	ATP8B4
0	OCA2
0	DTWD1
1	TGM5
0	FAM189A1
1	GABPB1
0	TJP1
1	BMF
0	DMXL2
0	SCG3
0	DNAJC17
0	EIF3J
0	SPG11
0	RHOV
0	VPS18
2	OIP5
0	SLC30A4
0	BLOC1S6
0	MYEF2
0	SGK3
0	PDGFRL
0	CSPP1
0	ZDHHC2
0	BRF2
2	TRIM35
0	ZFAND1
0	RP1
0	CA2
0	FZD3
0	INTS9
0	RIPK2
0	EYA1
1	NBN
0	TRPA1
0	CPQ
0	DECR1
1	CALB1
0	IMPAD1
0	SFRP1
0	LAPTM4B
0	UBE2W
0	POP1
0	NIPAL2
0	IKBKB
0	PLAT
0	JPH1
2	DKK4
1	STK3
0	GDAP1
1	RAB2A
0	EIF3E
0	EMC2
0	ESRP1
0	WISP1
0	NDRG1
0	ZC2HC1A
4	IL7
1	STMN2
0	ARMC1
0	TRPS1
0	SPAG1
1	CHRAC1
1	NCALD
0	SNX16
5	GML
0	UBR5
3	GSDMD
0	TSTA3
0	PYCRL
0	EEF1D
0	ANXA13
0	SQLE
1	SH2D4A
0	INTS10
0	ERI1
0	SLC39A14
0	MTMR9
0	LEPROTL1
0	DCTN6
0	R3HCC1
0	GSR
3	TNFRSF10A
0	PPP2CB
2	ERICH1
0	NEFM
1	TUSC3
0	ARHGEF10
0	KLHDC4
0	MCM4
0	KCTD9
0	FGL1
0	ASAH1
0	BNIP3L
0	MAN2B1
0	KCNN4
1	TULP2
0	NUCB1
5	DHDH
0	GYS1
0	MAP4K1
0	ECH1
0	HNRNPL
4	NFKBIB
12	CGB
1	TUBB4A
0	SARS2
0	SNRNP70
0	CLPTM1
0	RELB
0	CLASRP
5	LIN7B
0	PPP1R37
4	FCGRT
3	PIH1D1
0	CKM
0	ARHGEF18
0	PPP1R13L
0	PEX11G
0	ERCC2
0	DOT1L
1	PLEKHJ1
5	SLC17A7
0	RNASEH2A
5	KLC3
3	CD37
0	SF3A2
0	AMH
3	DKKL1
0	LYL1
0	OAZ1
0	TRMT1
0	STX10
3	FCER2
4	DMPK
6	CLEC4M
5	RSPH6A
0	TBC1D17
0	IL4I1
0	TLE6
0	CCDC130
5	PTOV1
0	AES
0	NOVA2
0	SGTA
6	KIR3DX1
5	LILRB1
0	MED25
5	LILRA1
4	SNAPC2
1	C19orf53
0	TIMM44
0	CCDC61
3	IL27RA
0	ASF1B
0	TNNT1
2	FAM32A
5	PPP6R1
0	C19orf44
0	MED26
0	OLFM2
1	RASAL3
2	AKAP8
3	EPHX3
0	ILVBL
0	SYDE1
3	CASP14
0	SLC1A6
5	AURKC
0	POP4
0	CCNE1
0	URI1
0	PDCD5
0	ANKRD27
0	RPS16
0	TIMM50
0	FBL
0	DYRK1B
9	CLC
0	CNTD2
0	GPI
0	AKT2
0	PLD3
3	PRX
0	PIAS4
0	NUMBL
3	EBI3
0	CCDC94
0	SHD
0	TBCB
0	FSD1
4	POLR2I
0	CLIP3
4	ZFR2
0	SLC1A5
0	PRKD2
0	TJP3
0	APLP1
0	CACTIN
0	CCDC9
0	HNRNPUL1
0	FZR1
4	BBC3
0	TGFB1
0	DENND3
9	CEACAM4
2	PLIN3
5	MYH14
0	MRPL4
5	SIGLEC8
0	LIM2
3	ICAM4
0	RPS19
0	GLTSCR2
3	NKG7
3	ICAM5
0	ETFB
4	CD33
4	CRX
0	BABAM1
0	TYK2
4	SULT2A1
0	CDC37
0	NAPA
0	RABAC1
0	ATP1A3
0	MEIS3
0	PTPRS
3	CNFN
2	ZNRF4
0	MEGF8
1	KDELR1
0	CYTH2
0	GRWD1
1	GRIN2D
3	SYNGR4
0	CLEC11A
3	CCDC114
5	CARD8
0	LIG1
5	SIGLEC6
4	ZNF175
3	PLA2G4C
5	SIGLEC5
0	CABP5
0	HAS1
0	RAB3D
0	DBP
0	TMEM205
1	CAPS
0	DKFZP761J1410
1	FAM83E
0	RASIP1
4	THEG
5	FGF21
0	BCAT2
0	MIER2
3	PLEKHA4
1	PPP2R1A
0	TNPO2
0	WDR83OS
0	CACNG7
0	GCDH
5	LILRB5
4	KLF1
0	DNASE2
0	MAST1
0	LENG1
0	PRPF31
1	TFPT
0	JAK3
0	RPL18A
0	SLC5A5
0	ARRDC2
0	PIK3R2
0	RAB3A
0	PDE4C
0	ISYNA1
0	ELL
0	CRTC1
0	COMP
1	UPK1A
0	COPE
0	DDX49
4	ETV2
0	ARMC6
0	TMEM147
0	GAPDHS
0	MAG
0	TMEM59L
4	HAMP
0	USF2
0	LSR
0	KXD1
0	FKBP8
0	SUGP1
0	HPN
7	ZNF14
4	SCN1B
0	PBX4
0	ERF
0	GSK3A
0	ATP13A1
0	ZNF574
0	GRIK5
0	SIPA1L3
8	ZNF85
0	ETHE1
0	CADM4
0	SMG9
0	AVL9
1	RUNDC3B
1	C7orf63
0	GTPBP10
9	RASA4
1	CDK6
0	PMPCB
0	DNAJC2
1	TFPI2
0	BET1
0	NAMPT
0	TWISTNB
0	PIK3CG
3	PON3
0	PON2
0	ITGB8
0	HBP1
0	DUS4L
0	SP4
0	WDR91
0	DNAH11
0	CBLL1
0	DLX5
0	MTPN
12	STEAP1B
0	PTN
0	MPP6
0	DFNA5
1	ATP6V0A4
0	TTC26
0	OGDH
2	NPVF
0	ADAP1
0	TFEC
0	H2AFV
0	CAV2
0	CAV1
0	MET
0	RNF32
0	LMBR1
0	WNT2
0	HOXA1
0	DNAJB6
0	HOXA2
0	HOXA3
0	LFNG
0	HOXA5
1	HOXA6
1	BRAT1
1	IQCE
3	ANKRD7
0	VIPR2
0	TSPAN12
0	SSBP1
0	HOXA13
0	CPED1
0	EVX1
0	HIBADH
0	TAX1BP1
0	CPVL
0	CHN2
0	GRB10
0	ABHD11
1	COBL
0	FKBP14
0	PLEKHA8
1	STX1A
0	NOD1
0	GARS
0	CRHR2
2	EPHB6
0	FAM188B
0	GHRHR
0	CASP2
0	CHCHD2
3	CCL24
0	HSPB1
0	NPTX2
0	PDAP1
0	BUD31
0	PTCD1
0	CYP3A5
0	EIF3B
0	SNX8
0	NUDT1
0	PTPRZ1
0	TAF6
0	WASL
0	HYAL4
0	SPAM1
0	AIMP2
0	TFR2
3	FSCN3
3	PAX4
0	PCOLCE
1	FBXO24
1	PPP1R17
0	RBM28
0	USP42
0	IMPDH1
0	AGFG2
0	LSM5
0	SERPINE1
0	AP1S1
0	C1GALT1
0	PLOD3
0	ZNHIT1
0	CLDN15
1	NOBOX
0	GLCCI1
1	MYL10
0	PHF14
0	NRF1
0	TMEM106B
0	EZH2
0	CEP41
3	ZNF862
1	SFRP4
0	MEST
0	MEOX2
0	ANKMY2
6	ACTR3C
0	POU6F2
0	TSPAN13
3	RARRES2
0	AGR2
0	AHR
0	CHCHD3
4	GIMAP2
3	TMEM176B
0	GLI3
0	PSMA2
0	MRPL32
3	COA1
1	BLVRA
1	URGCP
0	TMEM248
0	RHEB
1	PRKAG2
0	AEBP1
0	POLD2
0	MYL7
0	GCK
0	BCL7B
0	YKT6
0	TBL2
4	GALNTL5
0	CLIP2
1	EIF4H
0	LIMK1
3	SPATA6L
0	SLC1A1
0	LHX2
0	FKTN
1	FSD1L
12	CNTNAP3
0	SPIN1
1	NMRK1
0	TMEM245
0	PRUNE2
0	MEGF9
1	TRIM14
0	CORO2A
0	TGFBR1
0	SEC61B
1	C5
0	OGN
1	ASPN
0	ECM2
1	TLE4
0	LHX6
0	PTGR1
0	SUSD1
0	AMBP
0	AKNA
2	TNFSF8
0	DNM1
2	ENG
0	AK1
0	CDC37L1
5	RLN2
10	RLN1
1	PLGRKT
0	TBC1D13
0	KIAA1432
1	KDM4C
0	DOCK8
0	KANK1
0	ELAVL2
0	NCS1
0	TESK1
0	KCNT1
3	CA9
0	FUBP3
0	TYRP1
1	CREB3
0	RGP1
0	MPDZ
0	LHX3
1	DDX58
0	EDF1
1	PIP5K1B
0	GLIS3
0	BAG1
0	RAPGEF1
0	NPDC1
0	APBA1
1	SETX
1	SH3GL2
3	PTGDS
0	ABCA2
1	SHB
1	UBE2R2
0	ABHD17B
0	EXOSC3
0	ZFAND5
0	DVL1
0	PDLIM1
0	CCNJ
0	DNTT
0	GATA3
1	ATRNL1
0	HPS1
0	PHYH
0	RASSF4
0	DNMBP
0	RAB11FIP2
1	CXCL12
0	ERLIN1
0	EIF3A
0	PKD2L1
0	CUBN
0	TRDMT1
0	RBP3
0	GDF10
1	DDX50
0	MAPK8
0	SEC23IP
0	ATE1
0	NSMCE4A
0	PLEKHA1
0	PALD1
0	UNC5B
0	CDH23
0	C10orf54
0	SPOCK2
0	MICU1
0	PPP3CB
1	CCSER2
0	BMPR1A
0	MINPP1
0	ACTA2
2	LIPA
0	TLX1
0	C10orf2
0	LZTS2
0	SFXN3
0	KAZALD1
0	FBXW4
0	FGF8
0	NPM3
0	TNKS2
0	PITX3
0	GBF1
0	ARHGAP21
0	CPEB3
0	FBXL15
0	CUEDC2
0	SUFU
4	ANKRD26
0	ACBD5
0	LHPP
0	LARP4B
0	GTPBP4
0	C10orf137
0	BCCIP
0	MTPAP
0	NEURL
0	SH3PXD2A
0	PITRM1
0	OBFC1
0	MAP3K8
0	DKK1
0	EBF3
1	GLRX3
0	SORCS1
1	FAM208B
0	XPNPEP1
0	SMC3
0	SHOC2
3	TFAM
0	CCDC6
0	CUL2
0	CCNY
0	UBE2S
0	RPL28
0	ZMIZ1
0	PPIF
2	PBLD
0	TSPAN14
0	LGI1
1	TBC1D12
1	KRT23
0	CRYBA1
0	NUFIP2
0	GIT1
0	TADA2A
0	AATF
0	DHRS11
1	ZNHIT3
0	MLLT6
0	PSMB3
0	CWC25
0	RPL19
0	FBXL20
0	RUNDC3A
0	UBTF
3	CSF3
0	PSMD3
0	CASC3
0	RAPGEFL1
0	RGS9
0	RNF43
0	WNT3
0	ASPA
0	RAD51C
0	SEPT4
0	MTMR4
0	TRIM37
0	P2RX1
0	DHX40
3	KRT37
0	TUBD1
0	KPNB1
0	GOSR2
0	PNPO
0	RPS6KB1
10	TRIM16L
0	CDK5RAP3
0	CBX1
0	RECQL5
0	GALK1
0	INTS2
0	CAMTA2
0	MED13
0	HOXB6
0	ENO3
0	RNF167
0	SLC25A11
0	RASD1
0	CHRNE
0	RAI1
0	NUP88
0	C1QBP
0	SLC6A4
0	BLMH
0	CPD
0	GOSR1
0	CCDC47
0	MED31
0	DRG2
0	FTSJ3
0	AKAP10
0	ALDH3A1
0	SMARCD2
4	ICAM2
0	SYNGR2
0	B9D1
0	UTP6
0	DDX5
0	C17orf75
0	CYTH1
0	PSMD11
5	LGALS3BP
0	ASIC2
4	CCL7
4	CCL2
3	CCL8
5	CCL1
0	PEX12
0	HNF1B
3	KRT32
0	DHX58
0	KAT2A
0	RAB5C
0	NAGLU
4	HSD17B1
0	MLX
0	CNTNAP1
2	ABI3
0	EZH1
0	DLX4
0	PPP1R9B
0	COL1A1
0	SGCA
0	PTGES3L-AARSD1
0	MRPL27
0	VAT1
0	LRRC59
0	RND2
4	ALOX12
0	HDAC5
0	ABCC3
0	LUC7L3
4	PPY
0	MPP2
0	SMURF2
0	DUSP3
0	CACNG1
0	EFTUD2
0	HLF
0	SLC16A6
0	PRKAR1A
0	EFNB3
0	FAM20A
0	YWHAE
0	MMD
3	RANGRF
0	DPH1
1	MAP2K6
0	DHRS7B
0	WSB1
0	RCVRN
0	MYH1
0	SLC9A3R1
1	MYH3
0	NAT9
0	TMEM104
0	SEBOX
0	TNFAIP1
0	IFT20
0	TMEM97
0	CDR2L
0	PMP22
0	FOXN1
0	UNC119
0	ALDOC
0	SUPT6H
0	RAB34
0	PHF12
0	PHOX2B
0	TMEM33
2	GABRA4
3	GNRHR
0	SLAIN2
1	OCIAD1
9	UGT2B10
2	CWH43
0	DCUN1D4
0	USP46
